name,mib,depth,top_level,value_size,value_type,registered,resolve_error
net.inet.ipsec.esp_net_deflev,"{4,2,51,4}",4,net,4,int32,no,
net.inet.ipsec.esp_port,"{4,2,51,101}",4,net,4,int32,no,
net.inet.ipsec.esp_randpad,"{4,2,51,13}",4,net,4,int32,no,
net.inet.ipsec.esp_trans_deflev,"{4,2,51,3}",4,net,4,int32,no,
net.inet.log_restricted,"{4,2,257}",3,net,4,int32,no,
net.inet.mptcp.allow_aggregate,"{4,2,256,114}",4,net,4,int32,no,
net.inet.mptcp.alternate_port,"{4,2,256,112}",4,net,4,int32,no,
net.inet.mptcp.dss_csum,"{4,2,256,102}",4,net,4,int32,no,
net.inet.mptcp.enable,"{4,2,256,100}",4,net,4,int32,no,
net.inet.mptcp.enable_v1,"{4,2,256,109}",4,net,4,int32,no,
net.inet.mptcp.expected_progress_headstart,"{4,2,256,116}",4,net,8,int64,no,
net.inet.mptcp.fail,"{4,2,256,103}",4,net,4,int32,no,
net.inet.mptcp.keepalive,"{4,2,256,104}",4,net,4,int32,no,
net.inet.mptcp.mptcp_cap_retr,"{4,2,256,101}",4,net,4,int32,no,
net.inet.mptcp.no_first_party,"{4,2,256,115}",4,net,4,int32,no,
net.inet.mptcp.nrto,"{4,2,256,118}",4,net,4,int32,no,
net.inet.mptcp.pcbcount,"{4,2,256,111}",4,net,4,int32,yes,
net.inet.mptcp.probecnt,"{4,2,256,108}",4,net,4,int32,no,
net.inet.mptcp.probeto,"{4,2,256,107}",4,net,4,int32,no,
net.inet.mptcp.reass_qlen,"{4,2,256,110}",4,net,4,int32,no,
net.inet.mptcp.rto,"{4,2,256,117}",4,net,4,int32,no,
net.inet.mptcp.rto_thresh,"{4,2,256,106}",4,net,4,int32,no,
net.inet.mptcp.rtthist_thresh,"{4,2,256,105}",4,net,4,int32,no,
net.inet.mptcp.tw,"{4,2,256,119}",4,net,4,int32,no,
net.inet.raw.maxdgram,"{4,2,255,105}",4,net,4,int32,no,
net.inet.raw.pcbcount,"{4,2,255,103}",4,net,4,int32,no,
net.inet.raw.recvspace,"{4,2,255,104}",4,net,4,int32,no,
net.inet.tcp.acc_iaj_react_limit,"{4,2,6,186}",4,net,4,int32,no,
net.inet.tcp.accurate_ecn,"{4,2,6,173}",4,net,4,int32,no,
net.inet.tcp.ack_compression_rate,"{4,2,6,179}",4,net,4,int32,no,
net.inet.tcp.ack_strategy,"{4,2,6,125}",4,net,4,int32,no,
net.inet.tcp.aggressive_rcvwnd_inc,"{4,2,6,123}",4,net,4,int32,no,
net.inet.tcp.always_keepalive,"{4,2,6,145}",4,net,4,int32,yes,
net.inet.tcp.autorcvbufmax,"{4,2,6,160}",4,net,4,int32,no,
net.inet.tcp.autosndbufinc,"{4,2,6,187}",4,net,4,int32,no,
net.inet.tcp.autosndbufmax,"{4,2,6,188}",4,net,4,int32,no,
net.inet.tcp.autotunereorder,"{4,2,6,159}",4,net,4,int32,no,
net.inet.tcp.awdl_rtobase,"{4,2,6,166}",4,net,4,int32,no,
net.inet.tcp.background_sockets,"{4,2,6,116}",4,net,4,int32,no,
net.inet.tcp.backoff_maximum,"{4,2,6,133}",4,net,4,int32,no,
net.inet.tcp.bg_allowed_increase,"{4,2,6,109}",4,net,4,int32,no,
net.inet.tcp.bg_ss_fltsz,"{4,2,6,111}",4,net,4,int32,no,
net.inet.tcp.bg_target_qdelay,"{4,2,6,108}",4,net,4,int32,no,
net.inet.tcp.bg_tether_shift,"{4,2,6,110}",4,net,4,int32,no,
net.inet.tcp.blackhole,"{4,2,6,124}",4,net,4,int32,yes,
net.inet.tcp.broken_peer_syn_rexmit_thres,"{4,2,6,147}",4,net,4,int32,no,
net.inet.tcp.cc_debug,"{4,2,6,114}",4,net,4,int32,no,
net.inet.tcp.challengeack_limit,"{4,2,6,162}",4,net,4,int32,no,
net.inet.tcp.clear_tfocache,"{4,2,6,128}",4,net,4,int32,no,
net.inet.tcp.cubic_fast_convergence,"{4,2,6,103}",4,net,4,int32,no,
net.inet.tcp.cubic_minor_fixes,"{4,2,6,105}",4,net,4,int32,no,
net.inet.tcp.cubic_rfc_compliant,"{4,2,6,106}",4,net,4,int32,no,
net.inet.tcp.cubic_sockets,"{4,2,6,118}",4,net,4,int32,yes,
net.inet.tcp.cubic_tcp_friendliness,"{4,2,6,102}",4,net,4,int32,no,
net.inet.tcp.cubic_use_minrtt,"{4,2,6,104}",4,net,4,int32,no,
net.inet.tcp.delayed_ack,"{4,2,6,122}",4,net,4,int32,yes,
net.inet.tcp.disable_access_to_stats,"{4,2,6,161}",4,net,4,int32,no,
net.inet.tcp.disable_tcp_heuristics,"{4,2,6,130}",4,net,4,int32,no,
net.inet.tcp.do_ack_compression,"{4,2,6,178}",4,net,4,int32,no,
net.inet.tcp.do_better_lr,"{4,2,6,164}",4,net,4,int32,no,
net.inet.tcp.do_rfc5961,"{4,2,6,163}",4,net,4,int32,no,
net.inet.tcp.doautorcvbuf,"{4,2,6,158}",4,net,4,int32,no,
net.inet.tcp.drop_synfin,"{4,2,6,120}",4,net,4,int32,no,
net.inet.tcp.ecn_initiate_out,"{4,2,6,181}",4,net,4,int32,yes,
net.inet.tcp.ecn_negotiate_in,"{4,2,6,182}",4,net,4,int32,yes,
net.inet.tcp.ecn_setup_percentage,"{4,2,6,172}",4,net,4,int32,no,
net.inet.tcp.ecn_timeout,"{4,2,6,132}",4,net,4,int32,no,
net.inet.tcp.enable_tlp,"{4,2,6,191}",4,net,4,int32,no,
net.inet.tcp.fastopen,"{4,2,6,198}",4,net,4,int32,yes,
net.inet.tcp.fastopen_backlog,"{4,2,6,197}",4,net,4,int32,no,
net.inet.tcp.fastopen_key,"{4,2,6,196}",4,net,1,string(1),no,
net.inet.tcp.fin_timeout,"{4,2,6,143}",4,net,4,int32,no,
net.inet.tcp.flow_control_response,"{4,2,6,127}",4,net,4,int32,no,
net.inet.tcp.icmp_may_rst,"{4,2,6,203}",4,net,4,int32,no,
net.inet.tcp.init_rtt_from_cache,"{4,2,6,208}",4,net,4,int32,no,
net.inet.tcp.keepcnt,"{4,2,6,141}",4,net,4,int32,yes,
net.inet.tcp.keepidle,"{4,2,6,6}",4,net,4,int32,yes,
net.inet.tcp.keepinit,"{4,2,6,10}",4,net,4,int32,no,
net.inet.tcp.keepintvl,"{4,2,6,7}",4,net,4,int32,yes,
net.inet.tcp.l4s,"{4,2,6,175}",4,net,4,int32,no,
net.inet.tcp.l4s_developer,"{4,2,6,174}",4,net,4,int32,no,
net.inet.tcp.ledbat_plus_plus,"{4,2,6,112}",4,net,4,int32,no,
net.inet.tcp.link_heuristics_flags,"{4,2,6,176}",4,net,4,int32,no,
net.inet.tcp.link_heuristics_rto_min,"{4,2,6,177}",4,net,4,int32,no,
net.inet.tcp.local_slowstart_flightsize,"{4,2,6,170}",4,net,4,int32,no,
net.inet.tcp.log.enable,"{4,2,6,101,102}",5,net,4,int32,no,
net.inet.tcp.log.enable_usage,"{4,2,6,101,103}",5,net,306,string(306),no,
net.inet.tcp.log.rate_current,"{4,2,6,101,101}",5,net,8,int64,no,
net.inet.tcp.log.rate_duration,"{4,2,6,101,107}",5,net,4,int32,no,
net.inet.tcp.log.rate_exceeded_total,"{4,2,6,101,100}",5,net,8,int64,no,
net.inet.tcp.log.rate_limit,"{4,2,6,101,106}",5,net,4,int32,no,
net.inet.tcp.log.rate_max,"{4,2,6,101,108}",5,net,8,int64,no,
net.inet.tcp.log.rtt_port,"{4,2,6,101,104}",5,net,4,int32,no,
net.inet.tcp.log.thflags_if_family,"{4,2,6,101,105}",5,net,8,int64,no,
net.inet.tcp.log_in_vain,"{4,2,6,126}",4,net,4,int32,no,
net.inet.tcp.max_persist_timeout,"{4,2,6,144}",4,net,4,int32,no,
net.inet.tcp.maxseg_unacked,"{4,2,6,154}",4,net,4,int32,no,
net.inet.tcp.microuptime_init,"{4,2,6,200}",4,net,4,int32,no,
net.inet.tcp.min_iaj_win,"{4,2,6,185}",4,net,4,int32,no,
net.inet.tcp.minmss,"{4,2,6,201}",4,net,4,int32,no,
net.inet.tcp.mptcp_preferred_version,"{4,2,6,131}",4,net,4,int32,no,
net.inet.tcp.mptcp_version_timeout,"{4,2,6,129}",4,net,4,int32,no,
net.inet.tcp.msl,"{4,2,6,142}",4,net,4,int32,no,
net.inet.tcp.mssdflt,"{4,2,6,3}",4,net,4,int32,yes,
net.inet.tcp.newreno_sockets,"{4,2,6,115}",4,net,4,int32,no,
net.inet.tcp.now_init,"{4,2,6,199}",4,net,4,int32,no,
net.inet.tcp.packetchain,"{4,2,6,183}",4,net,4,int32,no,
net.inet.tcp.path_mtu_discovery,"{4,2,6,169}",4,net,4,int32,no,
net.inet.tcp.pcbcount,"{4,2,6,202}",4,net,4,int32,yes,
net.inet.tcp.pmtud_blackhole_detection,"{4,2,6,150}",4,net,4,int32,no,
net.inet.tcp.pmtud_blackhole_mss,"{4,2,6,151}",4,net,4,int32,no,
net.inet.tcp.rack,"{4,2,6,107}",4,net,4,int32,no,
net.inet.tcp.randomize_ports,"{4,2,6,206}",4,net,4,int32,no,
net.inet.tcp.randomize_timestamps,"{4,2,6,180}",4,net,4,int32,no,
net.inet.tcp.rcvsspktcnt,"{4,2,6,167}",4,net,4,int32,no,
net.inet.tcp.reass.overflows,"{4,2,6,100,101}",5,net,4,int32,no,
net.inet.tcp.reass.qlen,"{4,2,6,100,100}",5,net,4,int32,no,
net.inet.tcp.recv_allowed_iaj,"{4,2,6,157}",4,net,4,int32,no,
net.inet.tcp.recv_throttle_minwin,"{4,2,6,190}",4,net,4,int32,no,
net.inet.tcp.recvbg,"{4,2,6,121}",4,net,4,int32,no,
net.inet.tcp.recvspace,"{4,2,6,9}",4,net,4,int32,yes,
net.inet.tcp.rexmt_slop,"{4,2,6,205}",4,net,4,int32,no,
net.inet.tcp.rexmt_thresh,"{4,2,6,168}",4,net,4,int32,no,
net.inet.tcp.rfc3465,"{4,2,6,155}",4,net,4,int32,no,
net.inet.tcp.rfc3465_lim2,"{4,2,6,156}",4,net,4,int32,no,
net.inet.tcp.rledbat,"{4,2,6,113}",4,net,4,int32,no,
net.inet.tcp.rtt_min,"{4,2,6,204}",4,net,4,int32,no,
net.inet.tcp.rtt_recvbg,"{4,2,6,189}",4,net,4,int32,no,
net.inet.tcp.rxt_seg_drop,"{4,2,6,136}",4,net,8,int64,no,
net.inet.tcp.rxt_seg_max,"{4,2,6,135}",4,net,4,int32,no,
net.inet.tcp.sack,"{4,2,6,192}",4,net,4,int32,yes,
net.inet.tcp.sack_globalholes,"{4,2,6,195}",4,net,4,int32,yes,
net.inet.tcp.sack_globalmaxholes,"{4,2,6,194}",4,net,4,int32,yes,
net.inet.tcp.sack_maxholes,"{4,2,6,193}",4,net,4,int32,no,
net.inet.tcp.sendspace,"{4,2,6,8}",4,net,4,int32,yes,
net.inet.tcp.slowlink_wsize,"{4,2,6,153}",4,net,4,int32,no,
net.inet.tcp.socket_unlocked_on_output,"{4,2,6,184}",4,net,4,int32,no,
net.inet.tcp.tcbhashsize,"{4,2,6,137}",4,net,4,int32,no,
net.inet.tcp.tcp_resched_timerlist,"{4,2,6,149}",4,net,4,int32,no,
net.inet.tcp.tcp_timer_advanced,"{4,2,6,148}",4,net,4,int32,no,
net.inet.tcp.timer_fastmode_idlemax,"{4,2,6,146}",4,net,4,int32,no,
net.inet.tcp.tso,"{4,2,6,171}",4,net,4,int32,no,
net.inet.tcp.tso_debug,"{4,2,6,134}",4,net,4,int32,no,
net.inet.tcp.use_ledbat,"{4,2,6,117}",4,net,4,int32,no,
net.inet.tcp.use_min_curr_rtt,"{4,2,6,165}",4,net,4,int32,no,
net.inet.tcp.use_newreno,"{4,2,6,119}",4,net,4,int32,no,
net.inet.tcp.v6mssdflt,"{4,2,6,13}",4,net,4,int32,yes,
net.inet.tcp.win_scale_factor,"{4,2,6,207}",4,net,4,int32,no,
net.inet.udp.blackhole,"{4,2,17,102}",4,net,4,int32,no,
net.inet.udp.checksum,"{4,2,17,1}",4,net,4,int32,yes,
net.inet.udp.log.bind_anon_port,"{4,2,17,100,102}",5,net,4,int32,no,
net.inet.udp.log.enable,"{4,2,17,100,100}",5,net,4,int32,no,
net.inet.udp.log.enable_usage,"{4,2,17,100,101}",5,net,156,string(156),no,
net.inet.udp.log.local_port_excluded,"{4,2,17,100,105}",5,net,4,int32,no,
net.inet.udp.log.local_port_included,"{4,2,17,100,103}",5,net,4,int32,no,
net.inet.udp.log.rate_current,"{4,2,17,100,111}",5,net,8,int64,no,
net.inet.udp.log.rate_duration,"{4,2,17,100,108}",5,net,4,int32,no,
net.inet.udp.log.rate_exceeded_total,"{4,2,17,100,110}",5,net,8,int64,no,
net.inet.udp.log.rate_limit,"{4,2,17,100,107}",5,net,4,int32,no,
net.inet.udp.log.rate_max,"{4,2,17,100,109}",5,net,8,int64,no,
net.inet.udp.log.remote_port_excluded,"{4,2,17,100,106}",5,net,4,int32,no,
net.inet.udp.log.remote_port_included,"{4,2,17,100,104}",5,net,4,int32,no,
net.inet.udp.log_in_vain,"{4,2,17,101}",4,net,4,int32,no,
net.inet.udp.maxdgram,"{4,2,17,3}",4,net,4,int32,yes,
net.inet.udp.pcbcount,"{4,2,17,103}",4,net,4,int32,yes,
net.inet.udp.randomize_ports,"{4,2,17,104}",4,net,4,int32,no,
net.inet.udp.recvspace,"{4,2,17,4}",4,net,4,int32,yes,
net.inet6.icmp6.errppslimit,"{4,30,58,14}",4,net,4,int32,no,
net.inet6.icmp6.errppslimit_random_incr,"{4,30,58,27}",4,net,4,int32,no,
net.inet6.icmp6.nd6_accept_6to4,"{4,30,58,25}",4,net,4,int32,no,
net.inet6.icmp6.nd6_debug,"{4,30,58,18}",4,net,4,int32,no,
net.inet6.icmp6.nd6_delay,"{4,30,58,8}",4,net,4,int32,no,
net.inet6.icmp6.nd6_llreach_base,"{4,30,58,104}",4,net,4,int32,no,
net.inet6.icmp6.nd6_maxproxiedsol,"{4,30,58,106}",4,net,4,int32,no,
net.inet6.icmp6.nd6_maxsolstgt,"{4,30,58,105}",4,net,4,int32,no,
net.inet6.icmp6.nd6_mmaxtries,"{4,30,58,10}",4,net,4,int32,no,
net.inet6.icmp6.nd6_onlink_ns_rfc4861,"{4,30,58,50}",4,net,4,int32,no,
net.inet6.icmp6.nd6_optimistic_dad,"{4,30,58,26}",4,net,4,int32,no,
net.inet6.icmp6.nd6_process_rti,"{4,30,58,103}",4,net,4,int32,no,
net.inet6.icmp6.nd6_prune,"{4,30,58,6}",4,net,4,int32,no,
net.inet6.icmp6.nd6_prune_lazy,"{4,30,58,101}",4,net,4,int32,no,
net.inet6.icmp6.nd6_umaxtries,"{4,30,58,9}",4,net,4,int32,no,
net.inet6.icmp6.nd6_useloopback,"{4,30,58,11}",4,net,4,int32,no,
net.inet6.icmp6.nodeinfo,"{4,30,58,13}",4,net,4,int32,no,
net.inet6.icmp6.prproxy_cnt,"{4,30,58,107}",4,net,4,int32,no,
net.inet6.icmp6.rappslimit,"{4,30,58,102}",4,net,4,int32,no,
net.inet6.icmp6.rediraccept,"{4,30,58,2}",4,net,4,int32,no,
net.inet6.icmp6.redirtimeout,"{4,30,58,3}",4,net,4,int32,no,
net.inet6.icmp6.suppress_icmp6_port_unreach,"{4,30,58,100}",4,net,4,int32,no,
net.inet6.ip6.accept_rtadv,"{4,30,41,12}",4,net,4,int32,no,
net.inet6.ip6.adj_clear_hwcksum,"{4,30,41,102}",4,net,4,int32,no,
net.inet6.ip6.adj_partial_sum,"{4,30,41,103}",4,net,4,int32,no,
net.inet6.ip6.auto_flowlabel,"{4,30,41,17}",4,net,4,int32,no,
net.inet6.ip6.auto_linklocal,"{4,30,41,35}",4,net,4,int32,no,
net.inet6.ip6.cga_conflict_retries,"{4,30,41,118}",4,net,4,int32,no,
net.inet6.ip6.check_interface,"{4,30,41,107}",4,net,4,int32,no,
net.inet6.ip6.checkinterface_debug,"{4,30,41,108}",4,net,4,int32,no,
net.inet6.ip6.clat_debug,"{4,30,41,117}",4,net,4,int32,no,
net.inet6.ip6.compliance_profile,"{4,30,41,119}",4,net,4,int32,no,
net.inet6.ip6.dad_count,"{4,30,41,16}",4,net,4,int32,no,
net.inet6.ip6.dad_enhanced,"{4,30,41,121}",4,net,4,int32,no,
net.inet6.ip6.defmcasthlim,"{4,30,41,18}",4,net,4,int32,no,
net.inet6.ip6.forwarding,"{4,30,41,1}",4,net,4,int32,no,
net.inet6.ip6.fragpackets,"{4,30,41,101}",4,net,4,int32,no,
net.inet6.ip6.gifhlim,"{4,30,41,19}",4,net,4,int32,no,
net.inet6.ip6.hdrnestlimit,"{4,30,41,15}",4,net,4,int32,no,
net.inet6.ip6.hlim,"{4,30,41,3}",4,net,4,int32,no,
net.inet6.ip6.in6_embedded_scope,"{4,30,41,123}",4,net,4,int32,no,
net.inet6.ip6.in6_embedded_scope_debug,"{4,30,41,124}",4,net,4,int32,no,
net.inet6.ip6.input_perf,"{4,30,41,104}",4,net,4,int32,no,
net.inet6.ip6.input_perf_bins,"{4,30,41,105}",4,net,8,int64,no,
net.inet6.ip6.kame_version,"{4,30,41,20}",4,net,18,string(18),no,
net.inet6.ip6.keepfaith,"{4,30,41,13}",4,net,4,int32,no,
net.inet6.ip6.log_interval,"{4,30,41,14}",4,net,4,int32,no,
net.inet6.ip6.maxchainsent,"{4,30,41,120}",4,net,4,int32,no,
net.inet6.ip6.maxdynroutes,"{4,30,41,49}",4,net,4,int32,no,
net.inet6.ip6.maxfragpackets,"{4,30,41,9}",4,net,4,int32,no,
net.inet6.ip6.maxfrags,"{4,30,41,41}",4,net,4,int32,no,
net.inet6.ip6.maxifdefrouters,"{4,30,41,48}",4,net,4,int32,no,
net.inet6.ip6.maxifprefixes,"{4,30,41,47}",4,net,4,int32,no,
net.inet6.ip6.mcast.loop,"{4,30,41,100,103}",5,net,4,int32,no,
net.inet6.ip6.mcast.maxgrpsrc,"{4,30,41,100,101}",5,net,8,int64,no,
net.inet6.ip6.mcast.maxsocksrc,"{4,30,41,100,102}",5,net,8,int64,no,
net.inet6.ip6.mcast_pmtu,"{4,30,41,44}",4,net,4,int32,no,
net.inet6.ip6.nd6_dad_nonce_max_count,"{4,30,41,122}",4,net,4,int32,no,
net.inet6.ip6.neighborgcthresh,"{4,30,41,46}",4,net,4,int32,no,
net.inet6.ip6.only_allow_rfc4193_prefixes,"{4,30,41,116}",4,net,4,int32,no,
net.inet6.ip6.output_perf,"{4,30,41,109}",4,net,4,int32,no,
net.inet6.ip6.output_perf_bins,"{4,30,41,110}",4,net,8,int64,no,
net.inet6.ip6.prefer_tempaddr,"{4,30,41,37}",4,net,4,int32,no,
net.inet6.ip6.redirect,"{4,30,41,2}",4,net,4,int32,no,
net.inet6.ip6.rr_prune,"{4,30,41,22}",4,net,4,int32,no,
net.inet6.ip6.rtexpire,"{4,30,41,25}",4,net,4,int32,no,
net.inet6.ip6.rtmaxcache,"{4,30,41,27}",4,net,4,int32,no,
net.inet6.ip6.rtminexpire,"{4,30,41,26}",4,net,4,int32,no,
net.inet6.ip6.select_src_expensive_secondary_if,"{4,30,41,114}",4,net,4,int32,no,
net.inet6.ip6.select_src_strong_end,"{4,30,41,115}",4,net,4,int32,no,
net.inet6.ip6.select_srcaddr_debug,"{4,30,41,113}",4,net,4,int32,no,
net.inet6.ip6.select_srcif_debug,"{4,30,41,112}",4,net,4,int32,no,
net.inet6.ip6.temppltime,"{4,30,41,33}",4,net,4,int32,no,
net.inet6.ip6.tempvltime,"{4,30,41,34}",4,net,4,int32,no,
net.inet6.ip6.ula_use_tempaddr,"{4,30,41,51}",4,net,4,int32,no,
net.inet6.ip6.use_defaultzone,"{4,30,41,39}",4,net,4,int32,no,
net.inet6.ip6.use_deprecated,"{4,30,41,21}",4,net,4,int32,no,
net.inet6.ip6.use_tempaddr,"{4,30,41,32}",4,net,4,int32,no,
net.inet6.ip6.v6only,"{4,30,41,24}",4,net,4,int32,no,
net.inet6.ipsec6.ah_net_deflev,"{4,30,50,6}",4,net,4,int32,no,
net.inet6.ipsec6.ah_trans_deflev,"{4,30,50,5}",4,net,4,int32,no,
net.inet6.ipsec6.debug,"{4,30,50,12}",4,net,4,int32,no,
net.inet6.ipsec6.def_policy,"{4,30,50,2}",4,net,4,int32,no,
net.inet6.ipsec6.ecn,"{4,30,50,11}",4,net,4,int32,no,
net.inet6.ipsec6.esp_net_deflev,"{4,30,50,4}",4,net,4,int32,no,
net.inet6.ipsec6.esp_randpad,"{4,30,50,13}",4,net,4,int32,no,
net.inet6.ipsec6.esp_trans_deflev,"{4,30,50,3}",4,net,4,int32,no,
net.inet6.mld.debug,"{4,30,100,105}",4,net,4,int32,no,
net.inet6.mld.gsrdelay,"{4,30,100,101}",4,net,4,int32,no,
net.inet6.mld.use_allow,"{4,30,100,104}",4,net,4,int32,no,
net.inet6.mld.v1enable,"{4,30,100,102}",4,net,4,int32,no,
net.inet6.mld.v2enable,"{4,30,100,103}",4,net,4,int32,no,
net.inet6.send.opmode,"{4,30,101,100}",4,net,4,int32,no,
net.inet6.send.opstate,"{4,30,101,101}",4,net,4,int32,no,
net.ipsec.debug,"{4,104,100}",3,net,4,int32,no,
net.ipsec.max_pending_input,"{4,104,104}",3,net,4,int32,no,
net.ipsec.ring_size,"{4,104,103}",3,net,4,int32,no,
net.ipsec.rx_fsw_ring_size,"{4,104,101}",3,net,4,int32,no,
net.ipsec.tx_fsw_ring_size,"{4,104,102}",3,net,4,int32,no,
net.ipsec.verify_interface_creation,"{4,104,105}",3,net,4,int32,no,
net.key.ah_keymin,"{4,29,11}",3,net,4,int32,no,
net.key.blockacq_count,"{4,29,7}",3,net,4,int32,no,
net.key.blockacq_lifetime,"{4,29,8}",3,net,4,int32,no,
net.key.debug,"{4,29,1}",3,net,4,int32,no,
net.key.esp_auth,"{4,29,10}",3,net,4,int32,no,
net.key.esp_keymin,"{4,29,9}",3,net,4,int32,no,
net.key.int_random,"{4,29,5}",3,net,4,int32,no,
net.key.larval_lifetime,"{4,29,6}",3,net,4,int32,no,
net.key.natt_keepalive_interval,"{4,29,13}",3,net,4,int32,no,
net.key.pcbcount,"{4,29,100}",3,net,4,int32,no,
net.key.prefered_oldsa,"{4,29,12}",3,net,4,int32,no,
net.key.spi_maxval,"{4,29,4}",3,net,4,int32,no,
net.key.spi_minval,"{4,29,3}",3,net,4,int32,no,
net.key.spi_trycnt,"{4,29,2}",3,net,4,int32,no,
net.link.bond.debug,"{4,18,213,101}",4,net,4,int32,no,
net.link.bond.log_level,"{4,18,213,100}",4,net,4,int32,no,
net.link.bridge.allow_lro_num_seg,"{4,18,209,102}",4,net,4,int32,no,
net.link.bridge.debug,"{4,18,209,106}",4,net,4,int32,no,
net.link.bridge.enable_early_input,"{4,18,209,103}",4,net,4,int32,no,
net.link.bridge.inherit_mac,"{4,18,209,111}",4,net,4,int32,no,
net.link.bridge.log_level,"{4,18,209,105}",4,net,4,int32,no,
net.link.bridge.output_skip_filters,"{4,18,209,104}",4,net,4,int32,no,
net.link.bridge.rtable_hash_size_max,"{4,18,209,109}",4,net,4,int32,no,
net.link.bridge.rtable_prune_period,"{4,18,209,110}",4,net,4,int32,no,
net.link.bridge.tso_reduce_mss_forwarding,"{4,18,209,101}",4,net,4,int32,no,
net.link.bridge.tso_reduce_mss_tx,"{4,18,209,100}",4,net,4,int32,no,
net.link.bridge.txstart,"{4,18,209,107}",4,net,4,int32,no,
net.link.droptap.total_tap_count,"{4,18,255,101}",4,net,4,int32,no,
net.link.droptap.verbose,"{4,18,255,100}",4,net,4,int32,no,
net.link.ether.inet.arp_llreach_base,"{4,18,6,2,112}",5,net,4,int32,no,
net.link.ether.inet.arp_unicast_lim,"{4,18,6,2,111}",5,net,4,int32,no,
net.link.ether.inet.host_down_time,"{4,18,6,2,113}",5,net,4,int32,no,
net.link.ether.inet.keep_announcements,"{4,18,6,2,104}",5,net,4,int32,no,
net.link.ether.inet.log_arp_warnings,"{4,18,6,2,105}",5,net,4,int32,no,
net.link.ether.inet.max_age,"{4,18,6,2,114}",5,net,4,int32,no,
net.link.ether.inet.maxhold,"{4,18,6,2,109}",5,net,4,int32,no,
net.link.ether.inet.maxhold_total,"{4,18,6,2,101}",5,net,4,int32,no,
net.link.ether.inet.maxtries,"{4,18,6,2,110}",5,net,4,int32,no,
net.link.ether.inet.probe_intvl,"{4,18,6,2,115}",5,net,4,int32,no,
net.link.ether.inet.proxyall,"{4,18,6,2,107}",5,net,4,int32,no,
net.link.ether.inet.prune_intvl,"{4,18,6,2,116}",5,net,4,int32,no,
net.link.ether.inet.send_conflicting_probes,"{4,18,6,2,103}",5,net,4,int32,no,
net.link.ether.inet.sendllconflict,"{4,18,6,2,106}",5,net,4,int32,no,
net.link.ether.inet.useloopback,"{4,18,6,2,108}",5,net,4,int32,no,
net.link.ether.inet.verbose,"{4,18,6,2,102}",5,net,4,int32,no,
net.link.fake.bsd_mode,"{4,18,211,127}",4,net,4,int32,no,
net.link.fake.buflet_size,"{4,18,211,108}",4,net,4,int32,no,
net.link.fake.debug,"{4,18,211,125}",4,net,4,int32,no,
net.link.fake.expiration_threshold,"{4,18,211,118}",4,net,4,int32,no,
net.link.fake.fcs,"{4,18,211,112}",4,net,4,int32,no,
net.link.fake.hwcsum,"{4,18,211,130}",4,net,4,int32,no,
net.link.fake.if_adv_intvl,"{4,18,211,106}",4,net,4,int32,no,
net.link.fake.link_layer_aggregation_factor,"{4,18,211,114}",4,net,4,int32,no,
net.link.fake.llink_cnt,"{4,18,211,102}",4,net,4,int32,no,
net.link.fake.log_level,"{4,18,211,126}",4,net,4,int32,no,
net.link.fake.low_latency,"{4,18,211,122}",4,net,4,int32,no,
net.link.fake.lro,"{4,18,211,117}",4,net,4,int32,no,
net.link.fake.max_mtu,"{4,18,211,109}",4,net,4,int32,no,
net.link.fake.multibuflet,"{4,18,211,123}",4,net,4,int32,no,
net.link.fake.nxattach,"{4,18,211,128}",4,net,4,int32,no,
net.link.fake.pktpool_mode,"{4,18,211,115}",4,net,4,int32,no,
net.link.fake.qset_cnt,"{4,18,211,101}",4,net,4,int32,no,
net.link.fake.separate_frame_header,"{4,18,211,116}",4,net,4,int32,no,
net.link.fake.switch_combined_mode,"{4,18,211,121}",4,net,4,int32,no,
net.link.fake.switch_mode_frequency,"{4,18,211,120}",4,net,4,int32,no,
net.link.fake.trace_tag,"{4,18,211,100}",4,net,4,int32,no,
net.link.fake.trailer_length,"{4,18,211,111}",4,net,4,int32,no,
net.link.fake.tso_buf_size,"{4,18,211,110}",4,net,4,int32,no,
net.link.fake.tso_support,"{4,18,211,119}",4,net,4,int32,no,
net.link.fake.tx_completion_mode,"{4,18,211,103}",4,net,4,int32,no,
net.link.fake.tx_drops,"{4,18,211,105}",4,net,4,int32,no,
net.link.fake.tx_exp_policy,"{4,18,211,104}",4,net,4,int32,no,
net.link.fake.tx_headroom,"{4,18,211,113}",4,net,4,int32,no,
net.link.fake.txstart,"{4,18,211,131}",4,net,4,int32,no,
net.link.fake.user_access,"{4,18,211,107}",4,net,4,int32,no,
net.link.fake.vlan_tagging,"{4,18,211,129}",4,net,4,int32,no,
net.link.fake.wmm_mode,"{4,18,211,124}",4,net,4,int32,no,
net.link.generic.system.delaybased_queue,"{4,18,0,1,146}",5,net,4,int32,no,
net.link.generic.system.dlil_input_sanity_check,"{4,18,0,1,109}",5,net,4,int32,no,
net.link.generic.system.dlil_input_threads,"{4,18,0,1,130}",5,net,4,int32,no,
net.link.generic.system.dlil_verbose,"{4,18,0,1,111}",5,net,4,int32,no,
net.link.generic.system.enable_netagent,"{4,18,0,1,108}",5,net,4,int32,no,
net.link.generic.system.flow_advisory,"{4,18,0,1,114}",5,net,4,int32,no,
