name,mib,depth,top_level,value_size,value_type,registered,resolve_error
debug.batman,"{5,156}",2,debug,4,int32,no,
debug.bpf_bufsize,"{5,120}",2,debug,4,int32,yes,
debug.bpf_bufsize_cap,"{5,117}",2,debug,4,int32,no,
debug.bpf_debug,"{5,114}",2,debug,4,int32,no,
debug.bpf_hdr_comp_enable,"{5,112}",2,debug,4,int32,no,
debug.bpf_maxbufsize,"{5,119}",2,debug,4,int32,yes,
debug.bpf_maxdevices,"{5,116}",2,debug,4,int32,no,
debug.bpf_trunc_overflow,"{5,113}",2,debug,8,int64,no,
debug.bpf_wantpktap,"{5,115}",2,debug,4,int32,no,
debug.didevice_bounce_count,"{5,133}",2,debug,4,int32,no,
debug.didevice_cache_fully_satisfied,"{5,135}",2,debug,4,int32,no,
debug.didevice_cache_size_default,"{5,141}",2,debug,8,int64,no,
debug.didevice_cache_spared_bytes,"{5,136}",2,debug,8,int64,no,
debug.didevice_enable_cache,"{5,142}",2,debug,4,int32,no,
debug.didevice_no_bounce_count,"{5,134}",2,debug,4,int32,no,
debug.didevice_queue_depth,"{5,140}",2,debug,4,int32,no,
debug.didevice_read_by_kernel_bytes,"{5,143}",2,debug,8,int64,no,
debug.didevice_thread_cache_reads,"{5,137}",2,debug,8,int64,no,
debug.didevice_thread_mapped_buf_unmaps,"{5,139}",2,debug,8,int64,no,
debug.didevice_thread_mapped_buf_writes,"{5,138}",2,debug,8,int64,no,
debug.didevice_trace,"{5,132}",2,debug,4,int32,no,
debug.didevice_write_by_kernel_bytes,"{5,144}",2,debug,8,int64,no,
debug.iogpu.dynamic_lwm,"{5,149,101}",3,debug,4,int32,no,
debug.iogpu.wired_limit,"{5,149,102}",3,debug,4,int32,no,
debug.iogpu.wired_lwm_mb,"{5,149,100}",3,debug,4,int32,no,
debug.iokit,"{5,103}",2,debug,8,int64,no,
debug.iosa.disable_pg_in_intr_filter,"{5,154,102}",3,debug,4,int32,no,
debug.iosa.idle_power_off_us,"{5,154,100}",3,debug,4,int32,no,
debug.iosa.mapper_cache_policy,"{5,154,104}",3,debug,4,int32,no,
debug.iosa.panic_if_irqsts_zero,"{5,154,103}",3,debug,4,int32,no,
debug.iosa.power_down_hyst_us,"{5,154,101}",3,debug,4,int32,no,
debug.iosa.simulated_model,"{5,154,105}",3,debug,4,int32,no,
debug.iosurface.iofence_ddd,"{5,153,100}",3,debug,4,int32,no,
debug.iotrace,"{5,102}",2,debug,8,int64,no,
debug.kextlog,"{5,118}",2,debug,4,int32,no,
debug.lowpri_throttle_enabled,"{5,121}",2,debug,4,int32,yes,
debug.lowpri_throttle_max_iosize,"{5,131}",2,debug,4,int32,no,
debug.lowpri_throttle_tier1_io_period_msecs,"{5,127}",2,debug,4,int32,no,
debug.lowpri_throttle_tier1_io_period_ssd_msecs,"{5,124}",2,debug,4,int32,no,
debug.lowpri_throttle_tier1_window_msecs,"{5,130}",2,debug,4,int32,no,
debug.lowpri_throttle_tier2_io_period_msecs,"{5,126}",2,debug,4,int32,no,
debug.lowpri_throttle_tier2_io_period_ssd_msecs,"{5,123}",2,debug,4,int32,no,
debug.lowpri_throttle_tier2_window_msecs,"{5,129}",2,debug,4,int32,no,
debug.lowpri_throttle_tier3_io_period_msecs,"{5,125}",2,debug,4,int32,no,
debug.lowpri_throttle_tier3_io_period_ssd_msecs,"{5,122}",2,debug,4,int32,no,
debug.lowpri_throttle_tier3_window_msecs,"{5,128}",2,debug,4,int32,no,
debug.mcc_clampwaycount,"{5,151}",2,debug,4,int32,no,
debug.mcc_debug,"{5,150}",2,debug,4,int32,no,
debug.noidle,"{5,106}",2,debug,4,int32,no,
debug.sched,"{5,101}",2,debug,4,int32,no,
debug.sched_hygiene_debug_available,"{5,105}",2,debug,4,int32,no,
debug.swd_panic,"{5,110}",2,debug,4,int32,no,
debug.swd_sleep_timeout,"{5,107}",2,debug,4,int32,no,
debug.swd_timeout,"{5,109}",2,debug,4,int32,no,
debug.swd_wake_timeout,"{5,108}",2,debug,4,int32,no,
debug.toggle_address_reuse,"{5,104}",2,debug,4,int32,no,
hw.activecpu,"{6,25}",2,hw,4,int32,yes,
hw.byteorder,"{6,4}",2,hw,4,int32,yes,
hw.cacheconfig,"{6,113}",2,hw,80,opaque(80),yes,
hw.cachelinesize,"{6,123}",2,hw,8,int64,yes,
hw.cachesize,"{6,114}",2,hw,80,opaque(80),yes,
hw.cpu64bit_capable,"{6,110}",2,hw,4,int32,yes,
hw.cpufamily,"{6,111}",2,hw,4,int32,yes,
hw.cpusubfamily,"{6,112}",2,hw,4,int32,yes,
hw.cpusubtype,"{6,109}",2,hw,4,int32,yes,
hw.cputype,"{6,108}",2,hw,4,int32,yes,
hw.ephemeral_storage,"{6,132}",2,hw,4,int32,no,
hw.features.allows_security_research,"{6,103,100}",3,hw,4,int32,no,
hw.l1dcachesize,"{6,125}",2,hw,8,int64,yes,
hw.l1icachesize,"{6,124}",2,hw,8,int64,yes,
hw.l2cachesize,"{6,126}",2,hw,8,int64,yes,
hw.logicalcpu,"{6,106}",2,hw,4,int32,yes,
hw.logicalcpu_max,"{6,107}",2,hw,4,int32,yes,
hw.memsize,"{6,24}",2,hw,8,int64,yes,
hw.memsize_usable,"{6,129}",2,hw,8,int64,yes,
hw.ncpu,"{6,3}",2,hw,4,int32,yes,
hw.nperflevels,"{6,136}",2,hw,4,int32,yes,
hw.optional.arm.AdvSIMD,"{6,102,100,141}",4,hw,4,int32,yes,
hw.optional.arm.AdvSIMD_HPFPCvt,"{6,102,100,142}",4,hw,4,int32,no,
hw.optional.arm.FEAT_AES,"{6,102,100,111}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_AFP,"{6,102,100,136}",4,hw,4,int32,no,
hw.optional.arm.FEAT_BF16,"{6,102,100,128}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_BTI,"{6,102,100,145}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_CRC32,"{6,102,100,100}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_CSSC,"{6,102,100,133}",4,hw,4,int32,no,
hw.optional.arm.FEAT_CSV2,"{6,102,100,138}",4,hw,4,int32,no,
hw.optional.arm.FEAT_CSV3,"{6,102,100,139}",4,hw,4,int32,no,
hw.optional.arm.FEAT_DIT,"{6,102,100,140}",4,hw,4,int32,no,
hw.optional.arm.FEAT_DPB,"{6,102,100,126}",4,hw,4,int32,no,
hw.optional.arm.FEAT_DPB2,"{6,102,100,127}",4,hw,4,int32,no,
hw.optional.arm.FEAT_DotProd,"{6,102,100,104}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_EBF16,"{6,102,100,129}",4,hw,4,int32,no,
hw.optional.arm.FEAT_ECV,"{6,102,100,135}",4,hw,4,int32,no,
hw.optional.arm.FEAT_FCMA,"{6,102,100,120}",4,hw,4,int32,no,
hw.optional.arm.FEAT_FHM,"{6,102,100,103}",4,hw,4,int32,no,
hw.optional.arm.FEAT_FP16,"{6,102,100,143}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_FPAC,"{6,102,100,124}",4,hw,4,int32,no,
hw.optional.arm.FEAT_FPACCOMBINE,"{6,102,100,125}",4,hw,4,int32,no,
hw.optional.arm.FEAT_FRINTTS,"{6,102,100,116}",4,hw,4,int32,no,
hw.optional.arm.FEAT_FlagM,"{6,102,100,101}",4,hw,4,int32,no,
hw.optional.arm.FEAT_FlagM2,"{6,102,100,102}",4,hw,4,int32,no,
hw.optional.arm.FEAT_HBC,"{6,102,100,134}",4,hw,4,int32,no,
hw.optional.arm.FEAT_I8MM,"{6,102,100,130}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_JSCVT,"{6,102,100,121}",4,hw,4,int32,no,
hw.optional.arm.FEAT_LRCPC,"{6,102,100,118}",4,hw,4,int32,no,
hw.optional.arm.FEAT_LRCPC2,"{6,102,100,119}",4,hw,4,int32,no,
hw.optional.arm.FEAT_LSE,"{6,102,100,107}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_LSE2,"{6,102,100,137}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_PACIMP,"{6,102,100,117}",4,hw,4,int32,no,
hw.optional.arm.FEAT_PAuth,"{6,102,100,122}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_PAuth2,"{6,102,100,123}",4,hw,4,int32,no,
hw.optional.arm.FEAT_PMULL,"{6,102,100,112}",4,hw,4,int32,no,
hw.optional.arm.FEAT_RDM,"{6,102,100,106}",4,hw,4,int32,no,
hw.optional.arm.FEAT_RPRES,"{6,102,100,132}",4,hw,4,int32,no,
hw.optional.arm.FEAT_SB,"{6,102,100,115}",4,hw,4,int32,no,
hw.optional.arm.FEAT_SHA1,"{6,102,100,110}",4,hw,4,int32,no,
hw.optional.arm.FEAT_SHA256,"{6,102,100,108}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_SHA3,"{6,102,100,105}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_SHA512,"{6,102,100,109}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_SME,"{6,102,100,146}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_SME2,"{6,102,100,147}",4,hw,4,int32,yes,
hw.optional.arm.FEAT_SME_F64F64,"{6,102,100,154}",4,hw,4,int32,no,
hw.optional.arm.FEAT_SME_I16I64,"{6,102,100,155}",4,hw,4,int32,no,
hw.optional.arm.FEAT_SPECRES,"{6,102,100,113}",4,hw,4,int32,no,
hw.optional.arm.FEAT_SPECRES2,"{6,102,100,114}",4,hw,4,int32,no,
hw.optional.arm.FEAT_SSBS,"{6,102,100,144}",4,hw,4,int32,no,
hw.optional.arm.FEAT_WFxT,"{6,102,100,131}",4,hw,4,int32,no,
hw.optional.arm.FP_SyncExceptions,"{6,102,100,156}",4,hw,4,int32,no,
hw.optional.arm.SME_B16F32,"{6,102,100,150}",4,hw,4,int32,no,
hw.optional.arm.SME_BI32I32,"{6,102,100,149}",4,hw,4,int32,no,
hw.optional.arm.SME_F16F32,"{6,102,100,151}",4,hw,4,int32,no,
hw.optional.arm.SME_F32F32,"{6,102,100,148}",4,hw,4,int32,no,
hw.optional.arm.SME_I16I32,"{6,102,100,153}",4,hw,4,int32,no,
hw.optional.arm.SME_I8I32,"{6,102,100,152}",4,hw,4,int32,no,
hw.optional.arm.caps,"{6,102,100,157}",4,hw,10,opaque(10),no,
hw.optional.arm.sme_max_svl_b,"{6,102,100,158}",4,hw,4,int32,no,
hw.optional.arm64,"{6,102,144}",3,hw,4,int32,no,
hw.optional.armv8_1_atomics,"{6,102,136}",3,hw,4,int32,no,
hw.optional.armv8_2_fhm,"{6,102,137}",3,hw,4,int32,no,
hw.optional.armv8_2_sha3,"{6,102,139}",3,hw,4,int32,no,
hw.optional.armv8_2_sha512,"{6,102,138}",3,hw,4,int32,no,
hw.optional.armv8_3_compnum,"{6,102,140}",3,hw,4,int32,no,
hw.optional.armv8_crc32,"{6,102,134}",3,hw,4,int32,no,
hw.optional.armv8_gpi,"{6,102,135}",3,hw,4,int32,no,
hw.optional.breakpoint,"{6,102,142}",3,hw,4,int32,no,
hw.optional.floatingpoint,"{6,102,101}",3,hw,4,int32,yes,
hw.optional.neon,"{6,102,131}",3,hw,4,int32,no,
hw.optional.neon_fp16,"{6,102,133}",3,hw,4,int32,no,
hw.optional.neon_hpfp,"{6,102,132}",3,hw,4,int32,no,
hw.optional.ucnormal_mem,"{6,102,143}",3,hw,4,int32,no,
hw.optional.watchpoint,"{6,102,141}",3,hw,4,int32,no,
hw.osenvironment,"{6,131}",2,hw,32,struct32,no,
hw.packages,"{6,130}",2,hw,4,int32,yes,
hw.pagesize,"{6,115}",2,hw,8,int64,yes,
hw.pagesize32,"{6,116}",2,hw,8,int64,yes,
hw.perflevel0.cpusperl2,"{6,100,107}",3,hw,4,int32,yes,
hw.perflevel0.l1dcachesize,"{6,100,105}",3,hw,4,int32,yes,
hw.perflevel0.l1icachesize,"{6,100,104}",3,hw,4,int32,yes,
hw.perflevel0.l2cachesize,"{6,100,106}",3,hw,4,int32,yes,
hw.perflevel0.logicalcpu,"{6,100,102}",3,hw,4,int32,yes,
hw.perflevel0.logicalcpu_max,"{6,100,103}",3,hw,4,int32,yes,
hw.perflevel0.name,"{6,100,110}",3,hw,12,string(12),yes,
hw.perflevel0.physicalcpu,"{6,100,100}",3,hw,4,int32,yes,
hw.perflevel0.physicalcpu_max,"{6,100,101}",3,hw,4,int32,yes,
hw.perflevel1.cpusperl2,"{6,101,107}",3,hw,4,int32,yes,
hw.perflevel1.l1dcachesize,"{6,101,105}",3,hw,4,int32,yes,
hw.perflevel1.l1icachesize,"{6,101,104}",3,hw,4,int32,yes,
hw.perflevel1.l2cachesize,"{6,101,106}",3,hw,4,int32,yes,
hw.perflevel1.logicalcpu,"{6,101,102}",3,hw,4,int32,yes,
hw.perflevel1.logicalcpu_max,"{6,101,103}",3,hw,4,int32,yes,
hw.perflevel1.name,"{6,101,110}",3,hw,11,string(11),yes,
hw.perflevel1.physicalcpu,"{6,101,100}",3,hw,4,int32,yes,
hw.perflevel1.physicalcpu_max,"{6,101,101}",3,hw,4,int32,yes,
hw.physicalcpu,"{6,104}",2,hw,4,int32,yes,
hw.physicalcpu_max,"{6,105}",2,hw,4,int32,yes,
hw.serialdebugmode,"{6,135}",2,hw,4,int32,no,
hw.targettype,"{6,137}",2,hw,6,string(6),no,
hw.tbfrequency,"{6,128}",2,hw,8,int64,yes,
hw.use_kernelmanagerd,"{6,134}",2,hw,4,int32,no,
hw.use_recovery_securityd,"{6,133}",2,hw,4,int32,no,
iogpu.debug_flags,"{104,103}",2,oid_104,4,int32,no,
iogpu.disable_wired_collector,"{104,104}",2,oid_104,4,int32,no,
iogpu.dynamic_lwm,"{104,101}",2,oid_104,4,int32,yes,
iogpu.wired_limit_mb,"{104,102}",2,oid_104,4,int32,yes,
iogpu.wired_lwm_mb,"{104,100}",2,oid_104,4,int32,yes,
kern.affinity_sets_enabled,"{1,195}",2,kern,4,int32,no,
kern.affinity_sets_mapping,"{1,196}",2,kern,4,int32,no,
kern.aiomax,"{1,46}",2,kern,4,int32,yes,
kern.aioprocmax,"{1,47}",2,kern,4,int32,yes,
kern.aiothreads,"{1,48}",2,kern,4,int32,no,
kern.amfm_log_ctl,"{1,300}",2,kern,4,int32,no,
kern.aotmode,"{1,282}",2,kern,4,int32,no,
kern.aotmodebits,"{1,281}",2,kern,4,int32,no,
kern.apfsprebootuuid,"{1,184}",2,kern,37,string(37),no,
kern.argmax,"{1,8}",2,kern,4,int32,yes,
kern.bootargs,"{1,152}",2,kern,1,string(1),no,
kern.bootobjectspath,"{1,186}",2,kern,140,string(140),no,
kern.bootsessionuuid,"{1,181}",2,kern,37,string(37),no,
kern.bootsignature,"{1,116}",2,kern,1,string(1),no,
kern.boottime,"{1,21}",2,kern,16,struct16,yes,
kern.bootuuid,"{1,183}",2,kern,37,string(37),yes,
kern.check_openevt,"{1,70}",2,kern,4,int32,no,
kern.clockrate,"{1,12}",2,kern,20,struct20,yes,
kern.consoleoptions,"{1,265}",2,kern,4,int32,no,
kern.coredump,"{1,51}",2,kern,4,int32,yes,
kern.corefile,"{1,50}",2,kern,15,string(15),no,
kern.cpc.secure,"{1,112,100}",3,kern,4,int32,no,
kern.cpu_checkin_interval,"{1,204}",2,kern,4,int32,yes,
kern.crypto.aes.ecb.decrypt,"{1,292,104,100,101}",5,kern,12,string(12),no,
kern.crypto.aes.ecb.encrypt,"{1,292,104,100,100}",5,kern,12,string(12),no,
kern.crypto.aes.xts.decrypt,"{1,292,104,101,101}",5,kern,12,string(12),no,
kern.crypto.aes.xts.encrypt,"{1,292,104,101,100}",5,kern,12,string(12),no,
kern.crypto.sha1,"{1,292,100}",3,kern,13,string(13),no,
kern.crypto.sha256,"{1,292,101}",3,kern,15,string(15),no,
kern.crypto.sha384,"{1,292,102}",3,kern,18,string(18),no,
kern.crypto.sha512,"{1,292,103}",3,kern,18,string(18),no,
kern.darkboot,"{1,230}",2,kern,4,int32,no,
kern.delayterm,"{1,53}",2,kern,4,int32,no,
kern.direct_handoff,"{1,236}",2,kern,4,int32,no,
kern.drivercorefile,"{1,189}",2,kern,31,string(31),no,
kern.ds_supgroups_supported,"{1,132}",2,kern,4,int32,no,
kern.dtrace.buffer_memory_inuse,"{1,100,108}",3,kern,8,int64,no,
kern.dtrace.buffer_memory_maxsize,"{1,100,101}",3,kern,8,int64,no,
kern.dtrace.difo_maxsize,"{1,100,107}",3,kern,8,int64,no,
kern.dtrace.dof_maxsize,"{1,100,106}",3,kern,8,int64,no,
kern.dtrace.dof_mode,"{1,100,103}",3,kern,4,int32,no,
kern.dtrace.err_verbose,"{1,100,100}",3,kern,4,int32,no,
kern.dtrace.global_maxsize,"{1,100,105}",3,kern,8,int64,no,
kern.dtrace.ignore_fbt_blacklist,"{1,100,102}",3,kern,4,int32,no,
kern.dtrace.provide_private_probes,"{1,100,104}",3,kern,4,int32,no,
kern.entropy.analysis.supported,"{1,102,102,100}",4,kern,4,int32,no,
kern.entropy.filter.accepted_sample_count,"{1,102,101,101}",4,kern,8,int64,no,
kern.entropy.filter.rejected_sample_count,"{1,102,101,102}",4,kern,8,int64,no,
kern.entropy.filter.total_sample_count,"{1,102,101,100}",4,kern,8,int64,no,
kern.entropy.health.adaptive_proportion_test.failure_count,"{1,102,100,101,101}",5,kern,4,int32,no,
kern.entropy.health.adaptive_proportion_test.max_observation_count,"{1,102,100,101,102}",5,kern,4,int32,no,
kern.entropy.health.adaptive_proportion_test.reset_count,"{1,102,100,101,100}",5,kern,4,int32,no,
kern.entropy.health.repetition_count_test.failure_count,"{1,102,100,100,101}",5,kern,4,int32,no,
kern.entropy.health.repetition_count_test.max_observation_count,"{1,102,100,100,102}",5,kern,4,int32,no,
kern.entropy.health.repetition_count_test.reset_count,"{1,102,100,100,100}",5,kern,4,int32,no,
kern.entropy.health.startup_done,"{1,102,100,102}",4,kern,4,int32,no,
kern.eventhandler.debug,"{1,110,100}",3,kern,4,int32,no,
kern.exclaves_boot_stage,"{1,244}",2,kern,4,int32,no,
kern.exclaves_status,"{1,243}",2,kern,4,int32,no,
kern.filesetuuid,"{1,156}",2,kern,37,string(37),no,
kern.flush_cache_on_write,"{1,288}",2,kern,4,int32,no,
kern.free_vnodes,"{1,163}",2,kern,4,int32,yes,
kern.hibernatecount,"{1,123}",2,kern,4,int32,yes,
kern.hibernatefile,"{1,115}",2,kern,1,string(1),no,
kern.hibernategraphicsready,"{1,119}",2,kern,4,int32,no,
kern.hibernatehidready,"{1,122}",2,kern,4,int32,no,
kern.hibernatelockscreenready,"{1,121}",2,kern,4,int32,no,
kern.hibernatemode,"{1,117}",2,kern,4,int32,yes,
kern.hibernatewakenotification,"{1,120}",2,kern,4,int32,no,
kern.hostid,"{1,11}",2,kern,4,int32,no,
kern.hostname,"{1,10}",2,kern,21,string(21),yes,
kern.hv.ipa_size_16k,"{1,114,102}",3,kern,8,int64,no,
kern.hv.ipa_size_4k,"{1,114,103}",3,kern,8,int64,no,
kern.hv.max_address_spaces,"{1,114,101}",3,kern,4,int32,no,
kern.hv.supported,"{1,114,100}",3,kern,4,int32,no,
kern.hv_disable,"{1,229}",2,kern,4,int32,no,
kern.hv_support,"{1,228}",2,kern,4,int32,yes,
kern.hv_vmm_present,"{1,284}",2,kern,4,int32,yes,
kern.initproc_spawned,"{1,136}",2,kern,4,int32,no,
kern.iokittest,"{1,245}",2,kern,4,int32,no,
kern.iossupportversion,"{1,149}",2,kern,5,string(5),yes,
kern.ipc.do_recvmsg_x_donttrunc,"{1,32,130}",3,kern,4,int32,no,
kern.ipc.extbkidlercvhiwat,"{1,32,120}",3,kern,4,int32,no,
kern.ipc.extbkidletime,"{1,32,119}",3,kern,4,int32,no,
kern.ipc.io_policy.log,"{1,32,100,100}",4,kern,4,int32,no,
kern.ipc.io_policy.uuid,"{1,32,100,101}",4,kern,4,int32,no,
kern.ipc.maxextbkidleperproc,"{1,32,118}",3,kern,4,int32,no,
kern.ipc.maxrecvmsgx,"{1,32,128}",3,kern,4,int32,no,
kern.ipc.maxsendmsgx,"{1,32,127}",3,kern,4,int32,no,
kern.ipc.maxsockbuf,"{1,32,1}",3,kern,4,int32,yes,
kern.ipc.mb_memory_pressure_percentage,"{1,32,102}",3,kern,4,int32,no,
kern.ipc.mb_uses_mcache,"{1,32,103}",3,kern,4,int32,no,
kern.ipc.missingpktinfo,"{1,32,129}",3,kern,4,int32,no,
kern.ipc.njcl,"{1,32,124}",3,kern,4,int32,no,
kern.ipc.njclbytes,"{1,32,125}",3,kern,4,int32,no,
kern.ipc.nmbclusters,"{1,32,9}",3,kern,4,int32,yes,
kern.ipc.sendmsg_x_mode,"{1,32,131}",3,kern,4,int32,no,
kern.ipc.sockbuf_waste_factor,"{1,32,2}",3,kern,4,int32,no,
kern.ipc.socket_debug,"{1,32,105}",3,kern,4,int32,no,
kern.ipc.sodefunct_calls,"{1,32,107}",3,kern,8,int64,no,
kern.ipc.sodefunctlog,"{1,32,113}",3,kern,4,int32,no,
kern.ipc.somaxconn,"{1,32,3}",3,kern,4,int32,yes,
kern.ipc.soqlencomp,"{1,32,126}",3,kern,4,int32,no,
kern.ipc.soqlimitcompat,"{1,32,10}",3,kern,4,int32,no,
kern.ipc.sorecvmincopy,"{1,32,109}",3,kern,4,int32,no,
kern.ipc.soreserveheadroom,"{1,32,117}",3,kern,4,int32,no,
kern.ipc.sorestrictrecv,"{1,32,115}",3,kern,4,int32,no,
kern.ipc.sorestrictsend,"{1,32,116}",3,kern,4,int32,no,
kern.ipc.sosend_assert_panic,"{1,32,106}",3,kern,4,int32,no,
kern.ipc.sosendbigcl_ignore_capab,"{1,32,112}",3,kern,4,int32,no,
kern.ipc.sosendjcl,"{1,32,110}",3,kern,4,int32,no,
kern.ipc.sosendjcl_ignore_capab,"{1,32,111}",3,kern,4,int32,no,
kern.ipc.sosendminchain,"{1,32,108}",3,kern,4,int32,no,
kern.ipc.sotcdb,"{1,32,122}",3,kern,4,int32,no,
kern.ipc.sothrottlelog,"{1,32,114}",3,kern,4,int32,no,
kern.ipc.throttle_best_effort,"{1,32,123}",3,kern,4,int32,no,
kern.ipc_portbt,"{1,202}",2,kern,4,int32,no,
kern.ipc_voucher_trace_contents,"{1,198}",2,kern,4,int32,no,
kern.job_control,"{1,19}",2,kern,4,int32,no,
kern.kdbg.debug,"{1,103,100}",3,kern,4,int32,no,
kern.kdbg.oldest_time,"{1,103,101}",3,kern,8,int64,no,
kern.kdp_corefile,"{1,190}",2,kern,30,string(30),no,
kern.kern_event.thread_bound_kqwl_support_enabled,"{1,104,100}",3,kern,4,int32,no,
kern.kern_feature_overrides,"{1,201}",2,kern,4,int32,no,
kern.kernelcacheuuid,"{1,153}",2,kern,37,string(37),no,
kern.libmalloc_experiments,"{1,135}",2,kern,8,int64,no,
kern.link_time_optimized,"{1,233}",2,kern,4,int32,no,
kern.maxfiles,"{1,7}",2,kern,4,int32,yes,
kern.maxfilesperproc,"{1,29}",2,kern,4,int32,yes,
kern.maxnbuf,"{1,289}",2,kern,4,int32,yes,
kern.maxproc,"{1,6}",2,kern,4,int32,yes,
kern.maxprocperuid,"{1,30}",2,kern,4,int32,yes,
kern.maxvnodes,"{1,5}",2,kern,4,int32,yes,
kern.memorystatus.apps_idle_delay_time_ns,"{1,107,101}",3,kern,4,int32,no,
kern.memorystatus.sysprocs_idle_delay_time_ns,"{1,107,100}",3,kern,4,int32,no,
kern.memorystatus_level,"{1,249}",2,kern,4,int32,yes,
kern.memorystatus_purge_on_critical,"{1,254}",2,kern,4,int32,yes,
kern.memorystatus_purge_on_urgent,"{1,253}",2,kern,4,int32,yes,
kern.memorystatus_purge_on_warning,"{1,252}",2,kern,4,int32,yes,
kern.microstackshot.pmi_sample_counter,"{1,109,101}",3,kern,4,int32,no,
kern.microstackshot.pmi_sample_period,"{1,109,100}",3,kern,8,int64,no,
kern.minimalboot,"{1,194}",2,kern,4,int32,no,
kern.monotonic.pmis,"{1,101,106}",3,kern,8,int64,no,
kern.monotonic.retrograde_updates,"{1,101,105}",3,kern,8,int64,no,
kern.monotonic.supported,"{1,101,108}",3,kern,4,int32,no,
kern.monotonic.task_thread_counting,"{1,101,104}",3,kern,4,int32,no,
kern.monotonicclock,"{1,294}",2,kern,4,int32,no,
kern.monotonicclock_rate_usecs,"{1,296}",2,kern,8,int64,no,
kern.monotonicclock_usecs,"{1,295}",2,kern,8,int64,yes,
kern.monotoniclock_offset_usecs,"{1,297}",2,kern,8,int64,no,
kern.msgbuf,"{1,272}",2,kern,4,int32,no,
kern.namecache_disabled,"{1,164}",2,kern,4,int32,no,
kern.nbuf,"{1,290}",2,kern,4,int32,no,
kern.netboot,"{1,40}",2,kern,4,int32,no,
kern.ngroups,"{1,18}",2,kern,4,int32,yes,
kern.nisdomainname,"{1,22}",2,kern,1,string(1),no,
kern.num_files,"{1,157}",2,kern,4,int32,yes,
kern.num_recycledvnodes,"{1,162}",2,kern,8,int64,yes,
kern.num_static_scalable_counters,"{1,237}",2,kern,8,int64,no,
kern.num_tasks,"{1,159}",2,kern,4,int32,yes,
kern.num_taskthreads,"{1,161}",2,kern,4,int32,yes,
kern.num_threads,"{1,160}",2,kern,4,int32,yes,
kern.num_vnodes,"{1,158}",2,kern,4,int32,yes,
kern.osproductversion,"{1,147}",2,kern,7,string(7),yes,
kern.osproductversioncompat,"{1,146}",2,kern,6,string(6),no,
kern.osrelease,"{1,2}",2,kern,7,string(7),yes,
kern.osreleasetype,"{1,148}",2,kern,5,string(5),yes,
kern.osrevision,"{1,3}",2,kern,4,int32,yes,
kern.ostype,"{1,1}",2,kern,7,string(7),yes,
kern.osversion,"{1,65}",2,kern,6,string(6),yes,
kern.page_protection_type,"{1,241}",2,kern,4,int32,no,
kern.pervasive_energy,"{1,206}",2,kern,4,int32,no,
kern.pmcallouttimer,"{1,133}",2,kern,4,int32,no,
kern.pmtimeout,"{1,131}",2,kern,4,int32,no,
kern.posix.sem.max,"{1,58,100,100}",4,kern,8,int64,no,
kern.posix1version,"{1,17}",2,kern,4,int32,no,
kern.precise_user_kernel_time,"{1,205}",2,kern,4,int32,no,
kern.preheat_max_bytes,"{1,170}",2,kern,4,int32,no,
kern.preheat_min_bytes,"{1,171}",2,kern,4,int32,no,
kern.prng.entropy_max_sample_count,"{1,291,102}",3,kern,8,int64,no,
kern.prng.pool_0.drain_count,"{1,291,103,101}",4,kern,8,int64,no,
kern.prng.pool_0.max_sample_count,"{1,291,103,102}",4,kern,8,int64,no,
kern.prng.pool_0.sample_count,"{1,291,103,100}",4,kern,8,int64,no,
kern.prng.pool_1.drain_count,"{1,291,104,101}",4,kern,8,int64,no,
kern.prng.pool_1.max_sample_count,"{1,291,104,102}",4,kern,8,int64,no,
kern.prng.pool_1.sample_count,"{1,291,104,100}",4,kern,8,int64,no,
kern.prng.pool_10.drain_count,"{1,291,113,101}",4,kern,8,int64,no,
kern.prng.pool_10.max_sample_count,"{1,291,113,102}",4,kern,8,int64,no,
kern.prng.pool_10.sample_count,"{1,291,113,100}",4,kern,8,int64,no,
kern.prng.pool_11.drain_count,"{1,291,114,101}",4,kern,8,int64,no,
kern.prng.pool_11.max_sample_count,"{1,291,114,102}",4,kern,8,int64,no,
kern.prng.pool_11.sample_count,"{1,291,114,100}",4,kern,8,int64,no,
kern.prng.pool_12.drain_count,"{1,291,115,101}",4,kern,8,int64,no,
kern.prng.pool_12.max_sample_count,"{1,291,115,102}",4,kern,8,int64,no,
kern.prng.pool_12.sample_count,"{1,291,115,100}",4,kern,8,int64,no,
kern.prng.pool_13.drain_count,"{1,291,116,101}",4,kern,8,int64,no,
kern.prng.pool_13.max_sample_count,"{1,291,116,102}",4,kern,8,int64,no,
